Date, Open, High, Low, Close,,,,,
2010/06/08,21022.63,22678.25,20961.26,21022.63,0,0.0%,0,,
2010/03/08,22678.25,22754.56,22317.85,22678.25,0,0.0%,0,,
2010/02/08,22560.77,23768.46,22560.77,22560.77,0,0.0%,0,,
2010/01/08,23332.65,24114.67,23332.65,23332.65,0,0.0%,0,,
09/30/08,23835.97,23835.97,22388.15,23835.97,0,0.0%,0,,
09/29/08,23087.67,24499.94,23052.2,23087.67,0,0.0%,0,,
09/26/08,24499.94,24936.43,24443.49,24499.94,0,0.0%,0,,
09/25/08,24936.43,25108.12,24624.59,24936.43,0,0.0%,0,,
09/23/08,24923.34,25893.43,24763.24,24923.34,0,0.0%,0,,
09/22/08,25893.43,26231.55,25402.11,25893.43,0,0.0%,0,,
09/19/08,25402.11,25761.52,24092.74,25402.11,0,0.0%,0,,
09/18/08,24092.74,24587.19,23988.99,24092.74,0,0.0%,0,,
09/17/08,24323.19,25316.17,24284,24323.19,0,0.0%,0,,
09/16/08,24978.86,25642.3,24549.28,24978.86,0,0.0%,0,,
09/15/08,25642.3,26154.97,25154.48,25642.3,0,0.0%,0,,
2009/12/08,26154.97,26197.63,25549.29,26154.97,0,0.0%,0,,
2009/11/08,25549.29,25623.74,25187.84,25549.29,0,0.0%,0,,
2009/10/08,25273.6,25611.78,25115.15,25273.6,0,0.0%,0,,
2009/09/08,25320.51,26290.79,25320.04,25320.51,0,0.0%,0,,
2009/08/08,26238.12,26406.22,25416.67,26238.12,0,0.0%,0,,
2009/05/08,25416.67,26190.09,25416.67,25416.67,0,0.0%,0,,
2009/04/08,26190.09,26855.24,26190.09,26190.09,0,0.0%,0,,
2009/03/08,26532.11,26747.82,26325.28,26532.11,0,0.0%,0,,
2009/02/08,26747.82,26913.34,26255.37,26747.82,0,0.0%,0,,
2009/01/08,26857.09,27702.06,26857.09,26857.09,0,0.0%,0,,
08/29/08,27702.06,28170.07,27543.46,27702.06,0,0.0%,0,,
08/28/08,28027.74,28027.74,27329.71,28027.74,0,0.0%,0,,
08/27/08,27426.59,27426.59,26933.94,27426.59,0,0.0%,0,,
08/26/08,27023.37,27023.37,26449.68,27023.37,0,0.0%,0,,
08/25/08,26703.51,27256.65,26703.51,26703.51,0,0.0%,0,,
08/22/08,27161.34,27469.65,27002.91,27161.34,0,0.0%,0,,
08/21/08,27064.87,27064.87,26476.72,27064.87,0,0.0%,0,,
08/20/08,26794.25,26794.25,26270.46,26794.25,0,0.0%,0,,
08/19/08,26270.46,26806.03,26211.41,26270.46,0,0.0%,0,,
08/18/08,26806.03,27464.75,26806.03,26806.03,0,0.0%,0,,
08/15/08,27246.63,27819.88,27130.66,27246.63,0,0.0%,0,,
08/14/08,27819.88,27832.47,27035.65,27819.88,0,0.0%,0,,
08/13/08,27035.65,27104.17,26868.2,27035.65,0,0.0%,0,,
2008/12/08,26922.36,26960.95,26643.47,26922.36,0,0.0%,0,,
2008/11/08,26960.95,27302,26740.37,26960.95,0,0.0%,0,,
2008/08/08,26759.92,26866.18,26425.07,26759.92,0,0.0%,0,,
2008/07/08,26664.58,27180.06,26664.58,26664.58,0,0.0%,0,,
2008/06/08,26945.35,27213.05,26410.98,26945.35,0,0.0%,0,,
2008/05/08,26410.98,26438.54,25446.34,26410.98,0,0.0%,0,,
2008/04/08,25875.63,26507.85,25875.63,25875.63,0,0.0%,0,,
2008/01/08,26504.58,27719.67,26504.58,26504.58,0,0.0%,0,,
07/31/08,27719.67,28207.05,27552.65,27719.67,0,0.0%,0,,
07/30/08,27767.57,27767.57,27164.09,27767.57,0,0.0%,0,,
07/29/08,27164.09,27373.69,27014.64,27164.09,0,0.0%,0,,
07/28/08,27320.04,27343.67,26995.8,27320.04,0,0.0%,0,,
07/25/08,26995.8,27430.12,26851.68,26995.8,0,0.0%,0,,
07/24/08,27430.12,27653.51,27270.89,27430.12,0,0.0%,0,,
07/23/08,27373.79,27546.62,27136.92,27373.79,0,0.0%,0,,
07/22/08,27265.45,28011.45,27254.31,27265.45,0,0.0%,0,,
07/21/08,27701.5,27970.99,27610.09,27701.5,0,0.0%,0,,
07/18/08,27610.09,27995.64,27533.38,27610.09,0,0.0%,0,,
07/17/08,27995.64,27995.64,26876.95,27995.64,0,0.0%,0,,
07/16/08,26876.95,27538.02,26828.08,26876.95,0,0.0%,0,,
07/15/08,27079.11,27720.65,27079.11,27079.11,0,0.0%,0,,
07/14/08,27720.65,27969.02,27665.34,27720.65,0,0.0%,0,,
2007/11/08,27735.64,28062.86,27460.04,27735.64,0,0.0%,0,,
2007/10/08,27687.48,28009.41,27650.78,27687.48,0,0.0%,0,,
2007/09/08,28009.41,28009.41,27519.72,28009.41,0,0.0%,0,,
2007/08/08,27611.63,28173.95,27610.96,27611.63,0,0.0%,0,,
2007/07/08,28173.95,28548.25,27885.02,28173.95,0,0.0%,0,,
2007/04/08,28172.28,28616.06,28045.13,28172.28,0,0.0%,0,,
2007/03/08,28392.19,29303.69,28149.7,28392.19,0,0.0%,0,,
2007/02/08,29303.69,30136.42,29279.15,29303.69,0,0.0%,0,,
2007/01/08,30003.76,30507.1,29859.85,30003.76,0,0.0%,0,,
06/30/08,30413.43,30757.09,30375.47,30413.43,0,0.0%,0,,
06/27/08,30375.47,30375.47,29613.68,30375.47,0,0.0%,0,,
06/26/08,29988.12,30249.56,29750.97,29988.12,0,0.0%,0,,
06/25/08,29964.55,30222.88,29882.91,29964.55,0,0.0%,0,,
06/24/08,30222.88,30784.39,30121.44,30222.88,0,0.0%,0,,
06/23/08,30473.44,30893.41,30370.91,30473.44,0,0.0%,0,,
06/20/08,30580.63,31295.46,30577.17,30580.63,0,0.0%,0,,
06/19/08,31295.46,31369.4,30842.84,31295.46,0,0.0%,0,,
06/18/08,30981.81,31608.21,30942.75,30981.81,0,0.0%,0,,
06/17/08,31451.04,31535.02,31067.56,31451.04,0,0.0%,0,,
06/13/08,31067.56,31089.1,30666.46,31067.56,0,0.0%,0,,
2006/12/08,31033.3,31033.3,30405.58,31033.3,0,0.0%,0,,
2006/11/08,30639.95,31181.48,30559.31,30639.95,0,0.0%,0,,
2006/10/08,31047.43,31487.15,30765.83,31047.43,0,0.0%,0,,
2006/09/08,31487.15,31775.19,31424.96,31487.15,0,0.0%,0,,
2006/06/08,31696.42,32172.43,31570.09,31696.42,0,0.0%,0,,
2006/05/08,31741.26,31817.39,31182.87,31741.26,0,0.0%,0,,
2006/04/08,31480.36,31688.24,31249.31,31480.36,0,0.0%,0,,
2006/03/08,31688.24,31825.05,31492.69,31688.24,0,0.0%,0,,
2006/02/08,31727.76,32067.6,31649.73,31727.76,0,0.0%,0,,
05/30/08,31841.27,31894.2,31337.53,31841.27,0,0.0%,0,,
05/29/08,31894.2,32309.08,31675.47,31894.2,0,0.0%,0,,
05/28/08,32208.96,32464.77,32001.74,32208.96,0,0.0%,0,,
05/27/08,32464.77,32760.05,32292,32464.77,0,0.0%,0,,
05/26/08,32722.22,32768.24,32334.69,32722.22,0,0.0%,0,,
05/23/08,32542.39,33232.89,32542.39,32542.39,0,0.0%,0,,
05/22/08,33232.89,33309.82,32907.72,33232.89,0,0.0%,0,,
05/21/08,32907.72,32975.95,32756.62,32907.72,0,0.0%,0,,
05/20/08,32958.55,33263.15,32834.34,32958.55,0,0.0%,0,,
05/19/08,33191.8,33191.8,32700.98,33191.8,0,0.0%,0,,
05/16/08,32700.98,32965.68,32647.43,32700.98,0,0.0%,0,,
05/15/08,32647.43,32647.43,32126.67,32647.43,0,0.0%,0,,
05/14/08,32387.01,32476.76,31999.02,32387.01,0,0.0%,0,,
05/13/08,31999.02,32181.03,31803.29,31999.02,0,0.0%,0,,
2005/12/08,32145.49,32272.91,32034.47,32145.49,0,0.0%,0,,
2005/09/08,32136.15,32440.9,32001.93,32136.15,0,0.0%,0,,
2005/08/08,32153.48,32153.48,31710.92,32153.48,0,0.0%,0,,
2005/07/08,31894.69,32068.53,31820.1,31894.69,0,0.0%,0,,
2005/06/08,31929.09,31947.11,31299.93,31929.09,0,0.0%,0,,
2005/05/08,31299.93,31440.33,30743.49,31299.93,0,0.0%,0,,
04/30/08,30743.49,30772.81,30408.85,30743.49,0,0.0%,0,,
04/29/08,30584,31154.85,30584,30584,0,0.0%,0,,
04/25/08,31090.15,31434.96,30998.28,31090.15,0,0.0%,0,,
04/24/08,31194.01,31740.75,31132.72,31194.01,0,0.0%,0,,
04/23/08,31740.75,31986.4,31424.05,31740.75,0,0.0%,0,,
04/22/08,31713.29,31796.9,31512.02,31713.29,0,0.0%,0,,
04/21/08,31774.1,32039.89,31594.07,31774.1,0,0.0%,0,,
04/18/08,31594.07,31974.37,31404.39,31594.07,0,0.0%,0,,
04/17/08,31699.12,32130.75,31647.86,31699.12,0,0.0%,0,,
04/16/08,31857.3,31961.46,31280.19,31857.3,0,0.0%,0,,
04/15/08,31280.19,31320.54,30772.35,31280.19,0,0.0%,0,,
04/14/08,30772.35,30838.28,30545.05,30772.35,0,0.0%,0,,
2004/11/08,31121.55,31508.86,30835.36,31121.55,0,0.0%,0,,
2004/10/08,31215.17,31439.82,30906.78,31215.17,0,0.0%,0,,
2004/09/08,31360.12,31360.12,30806.45,31360.12,0,0.0%,0,,
2004/08/08,30821.13,30970.19,30598.24,30821.13,0,0.0%,0,,
2004/07/08,30970.19,31015.97,30396.34,30970.19,0,0.0%,0,,
2004/04/08,30396.34,30510.85,29980.09,30396.34,0,0.0%,0,,
2004/03/08,29980.09,30139.62,29856.82,29980.09,0,0.0%,0,,
2004/02/08,29932.97,30152.93,29627.64,29932.97,0,0.0%,0,,
2004/01/08,29627.64,29678.41,29322.49,29627.64,0,0.0%,0,,
03/31/08,29587.51,30050.88,29582.18,29587.51,0,0.0%,0,,
03/28/08,29962.18,30266.76,29871.19,29962.18,0,0.0%,0,,
03/27/08,30095.06,30270.44,29693.15,30095.06,0,0.0%,0,,
03/26/08,29693.15,29759.46,29152.42,29693.15,0,0.0%,0,,
03/25/08,29152.42,29266.47,28418.73,29152.42,0,0.0%,0,,
03/20/08,28418.73,29509.06,28239.1,28418.73,0,0.0%,0,,
03/19/08,29509.06,30637.04,29509.06,29509.06,0,0.0%,0,,
03/18/08,30044.07,30044.37,29430.41,30044.07,0,0.0%,0,,
03/17/08,29928.07,30648.03,29241.26,29928.07,0,0.0%,0,,
03/14/08,30648.03,30859.55,30306.92,30648.03,0,0.0%,0,,
03/13/08,30306.92,30710.52,30246.61,30306.92,0,0.0%,0,,
2003/12/08,30710.52,30710.52,30212.87,30710.52,0,0.0%,0,,
2003/11/08,30212.87,30426.67,29813.72,30212.87,0,0.0%,0,,
2003/10/08,30114.87,30717.58,29986.82,30114.87,0,0.0%,0,,
2003/07/08,30717.58,31125.04,30669.44,30717.58,0,0.0%,0,,
2003/06/08,31079.15,31187.42,30519.83,31079.15,0,0.0%,0,,
2003/05/08,30519.83,30885.02,30340.17,30519.83,0,0.0%,0,,
2003/04/08,30885.02,31062.49,30626.84,30885.02,0,0.0%,0,,
2003/03/08,30631.57,30857.83,30237.63,30631.57,0,0.0%,0,,
02/29/08,30673.74,30673.74,30108.86,30673.74,0,0.0%,0,,
02/28/08,30166.32,30340.63,29939.64,30166.32,0,0.0%,0,,
02/27/08,30058.1,30691.03,29807.97,30058.1,0,0.0%,0,,
02/26/08,30297.29,30306.04,29734.73,30297.29,0,0.0%,0,,
02/25/08,29813.37,30072.14,29609.44,29813.37,0,0.0%,0,,
02/22/08,29848.89,30181.77,29841.94,29848.89,0,0.0%,0,,
02/21/08,30181.77,30255.88,29489.68,30181.77,0,0.0%,0,,
02/20/08,29489.68,29572.22,29231.77,29489.68,0,0.0%,0,,
02/19/08,29572.22,29741.1,29018.06,29572.22,0,0.0%,0,,
02/18/08,29018.06,29018.06,28505.82,29018.06,0,0.0%,0,,
02/15/08,28505.82,29039.56,28431.8,28505.82,0,0.0%,0,,
02/14/08,29039.56,29141.37,28502.23,29039.56,0,0.0%,0,,
02/13/08,28502.23,28685.08,28265.55,28502.23,0,0.0%,0,,
2002/12/08,28585.6,28585.6,27633,28585.6,0,0.0%,0,,
2002/11/08,27633,28016.39,27633,27633,0,0.0%,0,,
2002/08/08,27945.55,28021.23,27648.34,27945.55,0,0.0%,0,,
2002/07/08,27749.09,28111.04,27687.3,27749.09,0,0.0%,0,,
2002/06/08,27881.38,28026.64,26939.97,27881.38,0,0.0%,0,,
2002/05/08,27764.03,28825.26,27691.17,27764.03,0,0.0%,0,,
2002/04/08,28619.54,29151.4,28449.01,28619.54,0,0.0%,0,,
2002/01/08,28751.87,28751.87,27317.14,28751.87,0,0.0%,0,,
01/31/08,27317.14,27480.68,27005.42,27317.14,0,0.0%,0,,
01/30/08,27068.16,27068.16,26208.38,27068.16,0,0.0%,0,,
01/29/08,26442.71,26638.39,25692.87,26442.71,0,0.0%,0,,
01/28/08,25692.87,26502.23,25604.47,25692.87,0,0.0%,0,,
01/25/08,26502.23,26865.04,26150.36,26502.23,0,0.0%,0,,
01/24/08,26463.13,26463.13,25135.13,26463.13,0,0.0%,0,,
01/23/08,25135.13,26087.49,24825.4,25135.13,0,0.0%,0,,
01/22/08,25397.17,25948.7,24005.35,25397.17,0,0.0%,0,,
01/21/08,25423.69,26652.66,25261,25423.69,0,0.0%,0,,
01/18/08,26652.66,27039.97,26232.99,26652.66,0,0.0%,0,,
01/17/08,27039.97,27135.37,26218.5,27039.97,0,0.0%,0,,
01/16/08,26911.5,27635.97,26513.23,26911.5,0,0.0%,0,,
01/15/08,27635.97,28007.42,27635.97,27635.97,0,0.0%,0,,
01/14/08,27951.19,28080.32,27310.7,27951.19,0,0.0%,0,,
2001/11/08,27509.25,28094.18,27509.25,27509.25,0,0.0%,0,,
2001/10/08,27903.94,28632.68,27872.02,27903.94,0,0.0%,0,,
2001/09/08,28400.78,28937.43,28266.11,28400.78,0,0.0%,0,,
2001/08/08,28937.43,28941.05,28533.21,28937.43,0,0.0%,0,,
2001/07/08,28640.42,28979.73,28471.83,28640.42,0,0.0%,0,,
2001/04/08,28979.73,29627.44,28915.01,28979.73,0,0.0%,0,,
2001/03/08,29124.84,29290.15,28896.67,29124.84,0,0.0%,0,,
2001/02/08,29290.15,29389.67,28957.97,29290.15,0,0.0%,0,,
12/31/07,28957.97,29701.68,28957.97,28957.97,0,0.0%,0,,
12/28/07,29634.65,29781.39,29505.68,29634.65,0,0.0%,0,,
12/27/07,29781.39,29931.39,29505.36,29781.39,0,0.0%,0,,
12/24/07,29505.36,29676.36,29331.99,29505.36,0,0.0%,0,,
12/21/07,29331.99,29331.99,28460.9,29331.99,0,0.0%,0,,
12/20/07,28460.9,28540.06,28112.89,28460.9,0,0.0%,0,,
12/19/07,28112.89,28690.9,27765.56,28112.89,0,0.0%,0,,
12/18/07,28526.34,28708,27966.46,28526.34,0,0.0%,0,,
12/14/07,28708,29651.21,28613.66,28708,0,0.0%,0,,
12/13/07,29388.65,30307.1,29388.65,29388.65,0,0.0%,0,,
2012/12/07,30307.1,30468.61,30089.47,30307.1,0,0.0%,0,,
2012/11/07,30468.61,30703.44,30375.15,30468.61,0,0.0%,0,,
2012/10/07,30464.38,30568.71,30227.03,30464.38,0,0.0%,0,,
2012/07/07,30390.67,30710.09,30133.74,30390.67,0,0.0%,0,,
2012/06/07,30133.74,30403.52,29858.39,30133.74,0,0.0%,0,,
2012/05/07,30118.15,30188.14,29919.23,30118.15,0,0.0%,0,,
2012/04/07,29947.49,30319.63,29793.56,29947.49,0,0.0%,0,,
2012/03/07,30303.67,30532.21,30183.66,30303.67,0,0.0%,0,,
11/30/07,30307.8,30564.54,29925.76,30307.8,0,0.0%,0,,
11/29/07,29925.76,29943.43,29410.07,29925.76,0,0.0%,0,,
11/28/07,29410.07,29410.07,28789.31,29410.07,0,0.0%,0,,
11/27/07,29286.3,29531.44,29093.92,29286.3,0,0.0%,0,,
11/26/07,29448.69,29997.71,29281.99,29448.69,0,0.0%,0,,
11/23/07,29602.59,29651.2,29127.42,29602.59,0,0.0%,0,,
11/22/07,29127.42,29208.2,28707.92,29127.42,0,0.0%,0,,
11/21/07,29146.35,29542.1,29040.86,29146.35,0,0.0%,0,,
11/20/07,29542.1,29542.1,28805.42,29542.1,0,0.0%,0,,
11/19/07,29222.48,30056.83,29222.48,29222.48,0,0.0%,0,,
11/16/07,29868.06,30144.84,29616.68,29868.06,0,0.0%,0,,
11/15/07,30144.84,30681.75,30020.64,30144.84,0,0.0%,0,,
11/14/07,30681.66,30869.09,30454.76,30681.66,0,0.0%,0,,
11/13/07,30454.76,30841.47,30341.84,30454.76,0,0.0%,0,,
2011/12/07,30774.17,31091.82,30582.62,30774.17,0,0.0%,0,,
2011/09/07,30920.21,31516.44,30904.2,30920.21,0,0.0%,0,,
2011/08/07,31055.12,31099.32,30166.65,31055.12,0,0.0%,0,,
2011/07/07,30767.76,31069.6,30715.44,30767.76,0,0.0%,0,,
2011/06/07,30764.63,30823.05,30346.38,30764.63,0,0.0%,0,,
2011/05/07,30346.38,30555.07,30085.82,30346.38,0,0.0%,0,,
2011/02/07,30553.44,30816.19,30320.35,30553.44,0,0.0%,0,,
2011/01/07,30816.19,31518.79,30687.23,30816.19,0,0.0%,0,,
10/31/07,31334.99,31334.99,31026.3,31334.99,0,0.0%,0,,
10/30/07,31244.67,31388.92,31141.3,31244.67,0,0.0%,0,,
10/29/07,31211.44,31303.21,30804.86,31211.44,0,0.0%,0,,
10/26/07,30804.86,30853.22,30417.46,30804.86,0,0.0%,0,,
10/25/07,30417.46,30491.11,30041.21,30417.46,0,0.0%,0,,
10/24/07,30041.21,30487.75,30041.21,30041.21,0,0.0%,0,,
10/23/07,30449.42,30585.17,30146.62,30449.42,0,0.0%,0,,
10/22/07,30146.62,30766.21,30060.52,30146.62,0,0.0%,0,,
10/19/07,30766.21,31263.86,30766.21,30766.21,0,0.0%,0,,
10/18/07,31016.83,31344.09,30870.21,31016.83,0,0.0%,0,,
10/17/07,31068.26,31150.6,30713.48,31068.26,0,0.0%,0,,
10/16/07,31033.42,31175.95,30840.44,31033.42,0,0.0%,0,,
10/15/07,31164.38,31395.31,31164.38,31164.38,0,0.0%,0,,
2010/12/07,31225.85,31531.05,30992.94,31225.85,0,0.0%,0,,
2010/11/07,31531.05,31728.18,31198.73,31531.05,0,0.0%,0,,
2010/10/07,31198.73,31291.74,30934.31,31198.73,0,0.0%,0,,
2010/09/07,30934.31,30934.31,30596.4,30934.31,0,0.0%,0,,
2010/08/07,30788.95,31092.71,30723.04,30788.95,0,0.0%,0,,
2010/05/07,30927.64,31045.84,30817.63,30927.64,0,0.0%,0,,
2010/04/07,30890.37,30890.37,30473.76,30890.37,0,0.0%,0,,
2010/03/07,30730.1,30762.59,30375.25,30730.1,0,0.0%,0,,
2010/02/07,30430.71,30567.49,30167.52,30430.71,0,0.0%,0,,
2010/01/07,30167.52,30257.34,29959.19,30167.52,0,0.0%,0,,
09/28/07,29959.19,30204.38,29924.77,29959.19,0,0.0%,0,,
09/27/07,29944.31,30177.6,29800.2,29944.31,0,0.0%,0,,
09/26/07,29812.38,30007.18,29669.14,29812.38,0,0.0%,0,,
09/25/07,29776.03,30046.29,29557.32,29776.03,0,0.0%,0,,
09/21/07,29709.35,29978.61,29686.23,29709.35,0,0.0%,0,,
09/20/07,29832.3,29945.02,29629.64,29832.3,0,0.0%,0,,
09/19/07,29808.65,29808.65,28766.34,29808.65,0,0.0%,0,,
09/18/07,28766.34,28886.23,28344.27,28766.34,0,0.0%,0,,
09/17/07,28536.42,28928.05,28460.42,28536.42,0,0.0%,0,,
09/14/07,28928.05,29203.61,28634.41,28928.05,0,0.0%,0,,
09/13/07,29086.37,29121.16,28729.08,29086.37,0,0.0%,0,,
2009/12/07,28730.17,29018.11,28611.1,28730.17,0,0.0%,0,,
2009/11/07,28858.14,28873.1,28240.7,28858.14,0,0.0%,0,,
2009/10/07,28240.7,28530.17,28191.14,28240.7,0,0.0%,0,,
2009/07/07,28311.77,29037.81,28311.77,28311.77,0,0.0%,0,,
2009/06/07,28850.19,29010.18,28548.55,28850.19,0,0.0%,0,,
2009/05/07,28696.67,29127.76,28587.09,28696.67,0,0.0%,0,,
2009/04/07,29051.96,29063.68,28659.23,29051.96,0,0.0%,0,,
2009/03/07,28887.48,28945.5,28616.48,28887.48,0,0.0%,0,,
08/31/07,28660.35,28695.04,27909.94,28660.35,0,0.0%,0,,
08/30/07,27909.94,27960.11,27600.96,27909.94,0,0.0%,0,,
08/29/07,27600.96,27637.5,27108.54,27600.96,0,0.0%,0,,
08/28/07,27479.54,27832.44,27479.54,27479.54,0,0.0%,0,,
08/27/07,27820.58,27958.25,27417.93,27820.58,0,0.0%,0,,
08/24/07,27417.93,27500.33,27101.23,27417.93,0,0.0%,0,,
08/23/07,27468.07,27813.7,27241.12,27468.07,0,0.0%,0,,
08/22/07,27241.12,27241.12,26538.95,27241.12,0,0.0%,0,,
08/21/07,26538.95,26796.02,26383.88,26538.95,0,0.0%,0,,
08/20/07,26640.18,26840.57,25984.85,26640.18,0,0.0%,0,,
08/17/07,25984.85,26807.47,25427.84,25984.85,0,0.0%,0,,
08/16/07,25991.8,27091.13,25820.31,25991.8,0,0.0%,0,,
08/15/07,27091.13,27369.72,26714.2,27091.13,0,0.0%,0,,
08/14/07,27369.72,27901.87,27369.72,27369.72,0,0.0%,0,,
08/13/07,27752.71,27843.57,27076.3,27752.71,0,0.0%,0,,
2008/10/07,27076.3,28208.95,26877.6,27076.3,0,0.0%,0,,
2008/08/07,28208.95,28208.95,27312.07,28208.95,0,0.0%,0,,
2008/07/07,27312.07,27320.85,26904.48,27312.07,0,0.0%,0,,
2008/06/07,26904.48,27582.01,26904.48,26904.48,0,0.0%,0,,
2008/03/07,27582.01,28165.4,27553.07,27582.01,0,0.0%,0,,
2008/02/07,27859.23,28124.79,27820.11,27859.23,0,0.0%,0,,
2008/01/07,27820.11,28561.81,27575.76,27820.11,0,0.0%,0,,
07/31/07,28561.81,28719.55,28156.23,28561.81,0,0.0%,0,,
07/30/07,28156.23,28156.23,27714.45,28156.23,0,0.0%,0,,
07/27/07,27714.45,28585.84,27714.45,27714.45,0,0.0%,0,,
07/26/07,28585.84,29183.88,28503.6,28585.84,0,0.0%,0,,
07/25/07,29105.27,29590.81,29076.33,29105.27,0,0.0%,0,,
07/24/07,29590.81,30041.9,29429.73,29590.81,0,0.0%,0,,
07/23/07,29885.27,29885.27,29392.31,29885.27,0,0.0%,0,,
07/20/07,29692.04,29876.17,29621.28,29692.04,0,0.0%,0,,
07/19/07,29621.28,29652.94,29422.66,29621.28,0,0.0%,0,,
07/18/07,29422.66,29606.22,29353.68,29422.66,0,0.0%,0,,
07/17/07,29606.22,29868.22,29508.25,29606.22,0,0.0%,0,,
07/16/07,29868.22,29967.86,29633.29,29868.22,0,0.0%,0,,
07/13/07,29961.73,30023.69,29791.27,29961.73,0,0.0%,0,,
2007/12/07,29791.27,29872.82,29620.96,29791.27,0,0.0%,0,,
2007/11/07,29643.36,29643.36,29234.8,29643.36,0,0.0%,0,,
2007/10/07,29450.59,29821.95,29425.24,29450.59,0,0.0%,0,,
2007/09/07,29714.16,29731.93,29218.33,29714.16,0,0.0%,0,,
2007/06/07,29218.33,29218.33,28855.79,29218.33,0,0.0%,0,,
2007/05/07,28896.36,29085.72,28844.31,28896.36,0,0.0%,0,,
2007/04/07,28844.31,28894.43,28755.03,28844.31,0,0.0%,0,,
2007/03/07,28755.03,28914.99,28703.13,28755.03,0,0.0%,0,,
2007/02/07,28703.13,28703.13,28149.21,28703.13,0,0.0%,0,,
06/29/07,28337.22,28522.24,28044.31,28337.22,0,0.0%,0,,
06/28/07,28402.79,28537.25,28178.27,28402.79,0,0.0%,0,,
06/27/07,28285.1,28746.43,28128.72,28285.1,0,0.0%,0,,
06/26/07,28746.43,28914.44,28636.48,28746.43,0,0.0%,0,,
06/25/07,28914.44,29094.32,28739.48,28914.44,0,0.0%,0,,
06/22/07,29094.32,29359.65,29041.28,29094.32,0,0.0%,0,,
06/21/07,29309.7,29714.33,29160.08,29309.7,0,0.0%,0,,
06/20/07,29510.35,29633.26,29243.19,29510.35,0,0.0%,0,,
06/19/07,29243.19,29438.05,29145.27,29243.19,0,0.0%,0,,
06/18/07,29318.59,29568.1,29242.46,29318.59,0,0.0%,0,,
06/15/07,29313.78,29364.69,28942.69,29313.78,0,0.0%,0,,
06/14/07,28988,28995.54,28602.95,28988,0,0.0%,0,,
06/13/07,28602.95,28602.95,28097.33,28602.95,0,0.0%,0,,
2006/12/07,28299.33,28672.51,28230.17,28299.33,0,0.0%,0,,
2006/11/07,28545.57,28545.57,28169.23,28545.57,0,0.0%,0,,
2006/08/07,28169.23,28554.32,27881.62,28169.23,0,0.0%,0,,
2006/07/07,28554.32,28743.88,28378.04,28554.32,0,0.0%,0,,
2006/06/07,28538.84,28929.35,28493.91,28538.84,0,0.0%,0,,
2006/05/07,28865.9,29036.17,28739.67,28865.9,0,0.0%,0,,
2006/04/07,28837.52,29108.58,28810.73,28837.52,0,0.0%,0,,
2006/01/07,28942.78,28996.32,28627.79,28942.78,0,0.0%,0,,
05/31/07,28627.79,28770.23,28439.4,28627.79,0,0.0%,0,,
05/30/07,28439.4,28665.96,28274.72,28439.4,0,0.0%,0,,
05/29/07,28665.96,28867.68,28614.73,28665.96,0,0.0%,0,,
05/28/07,28637.22,28767.34,28533.03,28637.22,0,0.0%,0,,
05/25/07,28533.03,28812.94,28409.06,28533.03,0,0.0%,0,,
05/24/07,28812.94,29126.96,28750.29,28812.94,0,0.0%,0,,
05/23/07,29087.49,29087.49,28629.38,29087.49,0,0.0%,0,,
05/22/07,28629.38,28877.4,28480.88,28629.38,0,0.0%,0,,
05/21/07,28642.4,28642.4,28223.48,28642.4,0,0.0%,0,,
05/18/07,28331.45,28357.77,27796.93,28331.45,0,0.0%,0,,
05/17/07,27884.36,28209.31,27856.09,27884.36,0,0.0%,0,,
05/16/07,28046.8,28279.71,28008.12,28046.8,0,0.0%,0,,
05/15/07,28059.27,28169.45,27779.41,28059.27,0,0.0%,0,,
05/14/07,28094.8,28795.19,28061.31,28094.8,0,0.0%,0,,
2005/11/07,28671.48,28671.48,28054.16,28671.48,0,0.0%,0,,
2005/10/07,28438.86,28527.17,28354.41,28438.86,0,0.0%,0,,
2005/09/07,28354.41,28496.78,28161.78,28354.41,0,0.0%,0,,
2005/08/07,28161.78,28797.79,28140.85,28161.78,0,0.0%,0,,
2005/07/07,28797.79,28854.61,28649.7,28797.79,0,0.0%,0,,
2005/04/07,28649.7,28651.21,28278.23,28649.7,0,0.0%,0,,
2005/03/07,28278.23,28450.09,28185.41,28278.23,0,0.0%,0,,
2005/02/07,28328.12,28397.35,28170.6,28328.12,0,0.0%,0,,
04/30/07,28170.6,28244.43,28018.27,28170.6,0,0.0%,0,,
04/26/07,28076.19,28456.67,28031.08,28076.19,0,0.0%,0,,
04/25/07,28223.31,28360.8,28024.56,28223.31,0,0.0%,0,,
04/24/07,28150.75,28636.1,28147.26,28150.75,0,0.0%,0,,
04/23/07,28501.7,28501.7,28313.96,28501.7,0,0.0%,0,,
04/20/07,28367.54,28432.84,28098.66,28367.54,0,0.0%,0,,
04/19/07,28098.66,28148.52,27805.7,28098.66,0,0.0%,0,,
04/18/07,28148.52,28513.46,28066.17,28148.52,0,0.0%,0,,
04/17/07,28506.72,28522.74,28274.84,28506.72,0,0.0%,0,,
04/16/07,28379.51,28427.17,28132.45,28379.51,0,0.0%,0,,
04/13/07,28132.45,28132.45,27822.27,28132.45,0,0.0%,0,,
2004/12/07,27822.27,27822.27,27602.18,27822.27,0,0.0%,0,,
2004/11/07,27638.64,27923.15,27638.64,27638.64,0,0.0%,0,,
